candidate_id,display_label,asset,report_exists,evaluations_exists,runtime_errors,total_trades,net_pnl,rating,quality_status,trusted_for_promotion,primary_reason
MR_REGIME_FILTER_V1,OLD_MR_REGIME,MSTR,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,NEAR,True,True,115,1,-110.31,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,NEM,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,NVDA,True,True,115,1,34.29,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,OIL,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,OIL_FUT,True,True,115,1,78.22,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,PAXG,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,QQQ,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,RIOT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,SILVER,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,SILVER_FUT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,SOL,True,True,115,1,73.41,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,SPY,True,True,115,1,-32.76,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,USDCAD,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,USDCHF,True,True,115,1,-15.57,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,USDJPY,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,XRP,True,True,115,1,68.14,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,AUDUSD,True,True,115,1,-37.61,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,BNB,True,True,115,3,-26.64,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,BRENT_FUT,True,True,115,1,132.23,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,BTC,True,True,115,11,-22.89,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,COIN,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,COPPER_FUT,True,True,115,3,-164.59,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,DOGE,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,DXY,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,ETH,True,True,115,6,-682.45,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,EURUSD,True,True,115,2,-46.29,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,GBPUSD,True,True,115,3,-101.16,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,GDX,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,GLD,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,GOLD,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,GOLD_FUT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,MARA,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,MSTR,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
